fecha,tipo_cambio,superior,regular,diesel,bunker,cilindro
2022-09-21,7.81384,34.12,33.22,30.00,17.57,5.68
2022-09-22,7.82975,34.12,33.22,30.00,17.57,5.68
2022-09-23,7.84200,34.12,33.22,30.00,17.57,5.68
2022-09-24,7.84200,34.12,33.22,30.00,17.57,5.68
2022-09-25,7.84200,34.12,33.22,30.00,17.57,5.68
2022-09-26,7.84218,34.18,33.28,29.16,16.92,5.68
2022-09-27,7.84578,34.18,33.28,29.16,16.92,5.68
2022-09-28,7.85501,34.18,33.28,29.16,16.92,5.68
2022-09-29,7.86284,34.18,33.28,29.16,16.92,5.68
2022-09-30,7.88368,34.18,33.28,29.16,16.92,5.68
2022-10-01,7.88368,34.18,33.28,29.16,16.92,4.88
2022-10-02,7.88368,34.18,33.28,29.16,16.92,4.88
2022-10-03,7.89856,34.16,33.27,32.33,15.92,4.88
2022-10-04,7.90963,34.16,33.27,32.33,15.92,4.88
2022-10-05,7.91233,34.16,33.27,32.33,15.92,4.88
2022-10-06,7.90260,35.19,34.29,35.89,15.92,4.88
2022-10-07,7.89334,35.19,34.29,35.89,15.92,4.88
2022-10-08,7.89334,35.19,34.29,35.89,15.92,4.88
2022-10-09,7.89334,35.19,34.29,35.89,15.92,4.88
2022-10-10,7.87662,36.92,35.99,38.46,16.22,4.88
2022-10-11,7.87570,36.92,35.99,38.46,16.22,4.88
2022-10-12,7.87570,36.92,35.99,38.46,16.22,4.88
2022-10-13,7.86625,36.92,35.99,38.46,16.22,4.88
2022-10-14,7.86252,36.92,35.99,38.46,16.22,4.88
2022-10-15,7.86252,36.92,35.99,38.46,16.22,4.88
2022-10-16,7.86252,36.92,35.99,38.46,16.22,4.88
2022-10-17,7.85768,37.14,36.23,41.27,15.37,4.88
2022-10-18,7.85275,37.14,36.23,41.27,15.37,4.88
2022-10-19,7.85157,37.14,36.23,41.27,15.37,4.88
2022-10-20,7.85157,37.14,36.23,41.27,15.37,4.88
2022-10-21,7.84831,37.14,36.23,41.27,15.37,4.88
2022-10-22,7.84831,37.14,36.23,41.27,15.37,4.88
2022-10-23,7.84831,37.14,36.23,41.27,15.37,4.88
2022-10-24,7.84248,37.17,36.27,41.25,16.07,4.88
2022-10-25,7.84511,37.17,36.27,41.25,16.07,4.88
2022-10-26,7.84399,37.17,36.27,41.25,16.07,4.88
2022-10-27,7.83655,37.17,36.27,41.25,16.07,4.88
2022-10-28,7.83772,37.17,36.27,41.25,16.07,4.88
2022-10-29,7.83772,37.17,36.27,41.25,16.07,4.88
2022-10-30,7.83772,37.17,36.27,41.25,16.07,4.88
2022-10-31,7.82857,37.17,36.27,41.25,16.37,4.88
2022-11-01,7.82857,37.17,36.27,41.25,16.37,4.88
2022-11-02,7.82497,36.75,35.57,39.90,16.37,4.88
2022-11-03,7.82784,36.75,35.57,39.90,16.37,4.88
2022-11-04,7.82196,36.75,35.57,39.90,16.37,4.88
2022-11-05,7.82196,36.75,35.57,39.90,16.37,4.88
2022-11-06,7.82196,36.75,35.57,39.90,16.37,4.88
2022-11-07,7.81898,36.70,35.50,39.82,17.37,4.88
2022-11-08,7.81314,36.70,35.50,39.82,17.37,4.88
2022-11-09,7.81259,36.70,35.50,39.82,17.37,4.88
2022-11-10,7.81160,36.70,35.50,39.82,17.37,4.88
2022-11-11,7.80692,36.70,35.50,39.82,17.37,4.88
2022-11-12,7.80692,36.70,35.50,39.82,17.37,4.88
2022-11-13,7.80692,36.70,35.50,39.82,17.37,4.88
2022-11-14,7.80536,37.37,35.87,40.59,17.87,4.88
2022-11-15,7.79823,37.37,35.87,40.59,17.87,4.88
2022-11-16,7.79839,37.37,35.87,40.59,17.87,4.88
2022-11-17,7.79936,37.37,35.87,40.59,17.87,4.88
2022-11-18,7.79773,37.37,35.87,40.59,17.87,4.88
2022-11-19,7.79773,37.37,35.87,40.59,17.87,4.88
2022-11-20,7.79773,37.37,35.87,40.59,17.87,4.88
2022-11-21,7.79372,36.14,34.54,38.17,17.27,4.88
2022-11-22,7.80497,36.14,34.54,38.17,17.27,4.88
2022-11-23,7.81468,36.14,34.54,38.17,17.27,4.88
2022-11-24,7.81830,36.14,34.54,38.17,17.27,4.88
2022-11-25,7.82619,36.14,34.54,38.17,17.27,4.88
2022-11-26,7.82619,36.14,34.54,38.17,17.27,4.88
2022-11-27,7.82619,36.14,34.54,38.17,17.27,4.88
2022-11-28,7.81998,34.94,33.32,35.96,17.27,4.88
2022-11-29,7.82766,34.94,33.32,35.96,17.27,4.88
2022-11-30,7.84134,34.94,33.32,35.96,17.27,4.88
2022-12-01,7.84143,34.94,33.32,35.96,17.27,4.88
2022-12-02,7.85875,34.94,33.32,35.96,17.27,4.88
2022-12-03,7.85875,34.94,33.32,35.96,17.27,4.88
2022-12-04,7.85875,34.94,33.32,35.96,17.27,4.88
2022-12-05,7.87534,34.50,32.90,35.58,15.97,4.88
2022-12-06,7.90912,34.50,32.90,35.58,15.97,4.88
2022-12-07,7.93024,34.50,32.90,35.58,15.97,4.88
2022-12-08,7.90901,34.50,32.90,35.58,15.97,4.88
2022-12-09,7.89634,34.50,32.90,35.58,15.97,4.88
2022-12-10,7.89634,34.50,32.90,35.58,15.97,4.88
2022-12-11,7.89634,34.50,32.90,35.58,15.97,4.88
2022-12-12,7.88174,33.98,32.39,34.80,15.37,4.88
2022-12-13,7.87402,33.98,32.39,34.80,15.37,4.88
2022-12-14,7.87702,33.98,32.39,34.80,15.37,4.88
2022-12-15,7.86627,33.98,32.39,34.80,15.37,4.88
2022-12-16,7.86912,33.98,32.39,34.80,15.37,4.88
2022-12-17,7.86912,33.98,32.39,34.80,15.37,4.88
2022-12-18,7.86912,33.98,32.39,34.80,15.37,4.88
2022-12-19,7.85836,33.48,31.96,33.95,15.69,4.88
2022-12-20,7.85599,33.48,31.96,33.95,15.69,4.88
2022-12-21,7.85419,33.48,31.96,33.95,15.69,4.88
2022-12-22,7.85527,33.48,31.96,33.95,15.69,4.88
2022-12-23,7.84914,33.48,31.96,33.95,15.69,4.88
2022-12-24,7.84914,33.48,31.96,33.95,15.69,4.88
2022-12-25,7.84914,33.48,31.96,33.95,15.69,4.88
2022-12-26,7.84914,33.48,31.96,33.95,15.69,4.88
2022-12-27,7.84739,32.55,30.99,33.75,15.99,4.88
2022-12-28,7.85028,32.55,30.99,33.75,15.99,4.88
2022-12-29,7.85222,32.55,30.99,33.75,15.99,4.88
2022-12-30,7.85222,32.55,30.99,33.75,15.99,4.88
2022-12-31,7.85222,32.55,30.99,33.75,15.99,4.88
2023-01-01,7.85222,32.55,30.99,33.75,15.99,4.88
2023-01-02,7.85222,32.55,30.99,33.75,15.99,4.88
2023-01-03,7.84773,32.56,31.42,35.31,16.39,4.88
2023-01-04,7.84906,32.56,31.42,35.31,16.39,4.88
2023-01-05,7.85221,32.56,31.42,35.31,16.39,4.88
2023-01-06,7.84856,32.56,31.42,35.31,16.39,4.88
2023-01-07,7.84856,32.56,31.42,35.31,16.39,4.88
2023-01-08,7.84856,32.56,31.42,35.31,16.39,4.88
2023-01-09,7.84628,33.00,31.60,35.98,16.39,4.88
2023-01-10,7.84395,33.00,31.60,35.98,16.39,4.88
2023-01-11,7.84880,33.00,31.60,35.98,16.39,4.88
2023-01-12,7.85000,33.00,31.60,35.98,16.39,4.88
2023-01-13,7.84942,33.00,31.60,35.98,16.39,4.88
2023-01-14,7.84942,33.00,31.60,35.98,16.39,4.88
2023-01-15,7.84942,33.00,31.60,35.98,16.39,4.88
2023-01-16,7.84319,33.96,32.58,35.96,15.99,4.88
2023-01-17,7.84762,33.96,32.58,35.96,15.99,4.88
2023-01-18,7.84834,33.96,32.58,35.96,15.99,4.88
2023-01-19,7.85007,33.96,32.58,35.96,15.99,4.88
2023-01-20,7.85078,33.96,32.58,35.96,15.99,4.88
2023-01-21,7.85078,33.96,32.58,35.96,15.99,4.88
2023-01-22,7.85078,33.96,32.58,35.96,15.99,4.88
2023-01-23,7.84295,35.02,33.63,35.54,16.39,4.88
2023-01-24,7.84379,35.02,33.63,35.54,16.39,4.88
2023-01-25,7.84883,35.02,33.63,35.54,16.39,4.88
2023-01-26,7.85069,35.02,33.63,35.54,16.39,4.88
2023-01-27,7.85212,35.02,33.63,35.54,16.39,4.88
2023-01-28,7.85212,35.02,33.63,35.54,16.39,4.88
2023-01-29,7.85212,35.02,33.63,35.54,16.39,4.88
2023-01-30,7.84886,35.66,34.26,36.18,16.23,4.88
2023-01-31,7.84855,35.66,34.26,36.18,16.23,4.88
2023-02-01,7.84957,35.66,34.26,36.18,16.23,5.40
2023-02-02,7.84667,35.66,34.26,36.18,16.23,5.40
2023-02-03,7.84714,35.66,34.26,36.18,16.23,5.40
2023-02-04,7.84714,35.66,34.26,36.18,16.23,5.40
2023-02-05,7.84714,35.66,34.26,36.18,16.23,5.40
2023-02-06,7.84306,34.94,33.49,35.29,15.63,5.40
2023-02-07,7.84298,34.94,33.49,35.29,15.63,5.40
2023-02-08,7.84282,34.94,33.49,35.29,15.63,5.40
2023-02-09,7.84208,34.94,33.49,35.29,15.63,5.40
2023-02-10,7.83792,34.94,33.49,35.29,15.63,5.40
2023-02-11,7.83792,34.94,33.49,35.29,15.63,5.40
2023-02-12,7.83792,34.94,33.49,35.29,15.63,5.40
2023-02-13,7.83567,34.23,32.74,33.54,16.39,5.40
2023-02-14,7.83256,34.23,32.74,33.54,16.39,5.40
2023-02-15,7.83130,34.23,32.74,33.54,16.39,5.40
2023-02-16,7.82864,34.23,32.74,33.54,16.39,5.40
2023-02-17,7.82638,34.23,32.74,33.54,16.39,5.40
2023-02-18,7.82638,34.23,32.74,33.54,16.39,5.40
2023-02-19,7.82638,34.23,32.74,33.54,16.39,5.40
2023-02-20,7.81821,33.74,32.24,32.14,15.93,5.40
2023-02-21,7.82129,33.74,32.24,32.14,15.93,5.40
2023-02-22,7.81596,33.74,32.24,32.14,15.93,5.40
2023-02-23,7.81696,33.74,32.24,32.14,15.93,5.40
2023-02-24,7.81790,33.74,32.24,32.14,15.93,5.40
2023-02-25,7.81790,33.74,32.24,32.14,15.93,5.40
2023-02-26,7.81790,33.74,32.24,32.14,15.93,5.40
2023-02-27,7.81549,33.33,31.84,31.11,15.58,5.40
2023-02-28,7.81493,33.33,31.84,31.11,15.58,5.40
2023-03-01,7.81525,33.33,31.84,31.11,15.58,5.40
2023-03-02,7.81859,33.33,31.84,31.11,15.58,5.40
2023-03-03,7.81359,33.33,31.84,31.11,15.58,5.40
2023-03-04,7.81359,33.33,31.84,31.11,15.58,5.40
2023-03-05,7.81359,33.33,31.84,31.11,15.58,5.40
2023-03-06,7.81199,33.30,31.80,31.00,16.58,5.40
2023-03-07,7.80397,33.30,31.80,31.00,16.58,5.40
2023-03-08,7.80973,33.30,31.80,31.00,16.58,5.40
2023-03-09,7.80754,33.30,31.80,31.00,16.58,5.40
2023-03-10,7.80715,33.30,31.80,31.00,16.58,5.40
2023-03-11,7.80715,33.30,31.80,31.00,16.58,5.40
2023-03-12,7.80715,33.30,31.80,31.00,16.58,5.40
2023-03-13,7.79947,33.77,32.18,31.01,16.82,5.40
2023-03-14,7.79731,33.77,32.18,31.01,16.82,5.40
2023-03-15,7.79834,33.77,32.18,31.01,16.82,5.40
2023-03-16,7.80412,33.77,32.18,31.01,16.82,4.60
2023-03-17,7.80243,33.77,32.18,31.01,16.82,4.60
2023-03-18,7.80243,33.77,32.18,31.01,16.82,4.60
2023-03-19,7.80243,33.77,32.18,31.01,16.82,4.60
2023-03-20,7.79631,33.04,31.45,30.63,15.82,4.60
2023-03-21,7.79352,33.04,31.45,30.63,15.82,4.60
2023-03-22,7.80256,33.04,31.45,30.63,15.82,4.60
2023-03-23,7.80387,33.04,31.45,30.63,15.82,4.60
2023-03-24,7.80518,33.04,31.45,30.63,15.82,4.60
2023-03-25,7.80518,33.04,31.45,30.63,15.82,4.60
2023-03-26,7.80518,33.04,31.45,30.63,15.82,4.60
2023-03-27,7.79869,33.49,31.88,30.01,16.12,4.60
2023-03-28,7.79912,33.49,31.88,30.01,16.12,4.60
2023-03-29,7.80317,33.49,31.88,30.01,16.12,4.60
2023-03-30,7.80234,33.49,31.88,30.01,16.12,4.60
2023-03-31,7.80335,33.49,31.88,30.01,16.12,4.60
2023-04-01,7.80335,33.49,31.88,30.01,16.12,4.60
2023-04-02,7.80335,33.49,31.88,30.01,16.12,4.60
2023-04-03,7.79691,34.46,32.86,30.02,17.62,4.60
2023-04-04,7.79431,34.46,32.86,30.02,17.62,4.60
2023-04-05,7.79329,34.46,32.86,30.02,17.62,4.60
2023-04-06,7.79329,34.46,32.86,30.02,17.62,4.60
2023-04-07,7.79329,34.46,32.86,30.02,17.62,4.60
2023-04-08,7.79329,34.46,32.86,30.02,17.62,4.60
2023-04-09,7.79329,34.46,32.86,30.02,17.62,4.60
2023-04-10,7.79921,34.99,33.40,30.00,18.82,4.60
2023-04-11,7.79501,34.99,33.40,30.00,18.82,4.60
2023-04-12,7.79866,34.99,33.40,30.00,18.82,4.60
2023-04-13,7.79625,34.99,33.40,30.00,18.82,4.60
2023-04-14,7.80261,34.99,33.40,30.00,18.82,4.60
2023-04-15,7.80261,34.99,33.40,30.00,18.82,4.60
2023-04-16,7.80261,34.99,33.40,30.00,18.82,4.60
2023-04-17,7.80060,35.98,34.36,29.78,19.12,4.60
2023-04-18,7.79670,35.98,34.36,29.78,19.12,4.60
2023-04-19,7.79898,35.98,34.36,29.78,19.12,4.60
2023-04-20,7.79925,35.98,34.36,29.78,19.12,4.60
2023-04-21,7.79964,35.98,34.36,29.78,19.12,4.60
2023-04-22,7.79964,35.98,34.36,29.78,19.12,4.60
2023-04-23,7.79964,35.98,34.36,29.78,19.12,4.60
2023-04-24,7.79702,35.91,34.31,29.32,18.67,4.60
2023-04-25,7.79572,35.91,34.31,29.32,18.67,4.60
2023-04-26,7.80198,35.91,34.31,29.32,18.67,4.60
2023-04-27,7.80424,35.91,34.31,29.32,18.67,4.60
2023-04-28,7.80826,35.91,34.31,29.32,18.67,4.60
2023-04-29,7.80826,35.91,34.31,29.32,18.67,4.60
2023-04-30,7.80826,35.91,34.31,29.32,18.67,4.60
2023-05-01,7.80826,35.91,34.31,29.32,18.67,4.60
2023-05-02,7.80055,35.08,33.46,28.43,17.67,4.60
2023-05-03,7.80673,35.08,33.46,28.43,17.67,4.60
2023-05-04,7.80938,35.08,33.46,28.43,17.67,4.60
2023-05-05,7.80739,35.08,33.46,28.43,17.67,4.60
2023-05-06,7.80739,35.08,33.46,28.43,17.67,4.60
2023-05-07,7.80739,35.08,33.46,28.43,17.67,4.60
2023-05-08,7.80280,34.31,32.80,27.68,16.47,4.60
2023-05-09,7.80568,34.31,32.80,27.68,16.47,4.60
2023-05-10,7.80601,34.31,32.80,27.68,16.47,4.60
2023-05-11,7.80379,34.31,32.80,27.68,16.47,4.60
2023-05-12,7.80649,34.31,32.80,27.68,16.47,4.60
2023-05-13,7.80649,34.31,32.80,27.68,16.47,4.60
2023-05-14,7.80649,34.31,32.80,27.68,16.47,4.60
2023-05-15,7.80223,33.49,31.98,27.02,16.97,4.60
2023-05-16,7.80323,33.49,31.98,27.02,16.97,4.60
2023-05-17,7.80156,33.49,31.98,27.02,16.97,4.60
2023-05-18,7.80495,33.49,31.98,27.02,16.97,4.60
2023-05-19,7.80399,33.49,31.98,27.02,16.97,4.60
2023-05-20,7.80399,33.49,31.98,27.02,16.97,4.60
2023-05-21,7.80399,33.49,31.98,27.02,16.97,4.60
2023-05-22,7.80453,33.35,31.97,27.01,17.17,4.60
2023-05-23,7.80354,33.35,31.97,27.01,17.17,4.60
2023-05-24,7.80974,33.35,31.97,27.01,17.17,4.60
2023-05-25,7.81685,33.35,31.97,27.01,17.17,4.60
2023-05-26,7.82145,33.35,31.97,27.01,17.17,4.60
2023-05-27,7.82145,33.35,31.97,27.01,17.17,4.60
2023-05-28,7.82145,33.35,31.97,27.01,17.17,4.60
2023-05-29,7.82029,33.30,31.99,27.00,16.67,4.60
2023-05-30,7.82886,33.30,31.99,27.00,16.67,4.60
2023-05-31,7.83014,33.30,31.99,27.00,16.67,4.60
2023-06-01,7.83660,33.30,31.99,27.00,16.67,4.60
2023-06-02,7.83809,33.30,31.99,27.00,16.67,4.60
2023-06-03,7.83809,33.30,31.99,27.00,16.67,4.60
2023-06-04,7.83809,33.30,31.99,27.00,16.67,4.60
2023-06-05,7.82959,33.30,31.97,26.56,16.67,4.60
2023-06-06,7.82919,33.30,31.97,26.56,16.67,4.60
2023-06-07,7.83743,33.30,31.97,26.56,16.67,4.60
2023-06-08,7.83755,33.30,31.97,26.56,16.67,4.60
2023-06-09,7.83852,33.30,31.97,26.56,16.67,4.60
2023-06-10,7.83852,33.30,31.97,26.56,16.67,4.60
2023-06-11,7.83852,33.30,31.97,26.56,16.67,4.60
2023-06-12,7.83317,33.10,31.78,26.30,17.52,4.60
2023-06-13,7.83321,33.10,31.78,26.30,17.52,4.60
2023-06-14,7.83379,33.10,31.78,26.30,17.52,4.60
2023-06-15,7.83909,33.10,31.78,26.30,17.52,4.60
2023-06-16,7.83924,33.10,31.78,26.30,17.52,5.40
2023-06-17,7.83924,33.10,31.78,26.30,17.52,5.40
2023-06-18,7.83924,33.10,31.78,26.30,17.52,5.40
2023-06-19,7.83373,33.08,31.79,26.25,18.82,5.40
2023-06-20,7.84215,33.08,31.79,26.25,18.82,5.40
2023-06-21,7.83770,33.08,31.79,26.25,18.82,5.40
2023-06-22,7.83963,33.08,31.79,26.25,18.82,5.40
2023-06-23,7.84308,33.08,31.79,26.25,18.82,5.40
2023-06-24,7.84308,33.08,31.79,26.25,18.82,5.40
2023-06-25,7.84308,33.08,31.79,26.25,18.82,5.40
2023-06-26,7.83445,33.08,31.79,26.25,18.82,5.40
2023-06-27,7.84069,34.16,32.66,27.00,18.82,5.40
2023-06-28,7.84326,34.16,32.66,27.00,18.82,5.40
2023-06-29,7.84576,34.16,32.66,27.00,18.82,5.40
2023-06-30,7.84576,34.16,32.66,27.00,18.82,5.40
2023-07-01,7.84576,34.16,32.66,27.00,18.82,5.40
2023-07-02,7.84576,34.16,32.66,27.00,18.82,5.40
2023-07-03,7.84576,34.16,32.66,27.00,18.82,5.40
2023-07-04,7.84107,33.52,32.01,26.97,19.70,5.40
2023-07-05,7.84545,33.52,32.01,26.97,19.70,5.40
2023-07-06,7.84564,33.52,32.01,26.97,19.70,5.40
2023-07-07,7.84717,33.52,32.01,26.97,19.70,5.40
2023-07-08,7.84717,33.52,32.01,26.97,19.70,5.40
2023-07-09,7.84717,33.52,32.01,26.97,19.70,5.40
2023-07-10,7.84097,33.51,32.01,26.96,19.45,5.40
2023-07-11,7.84161,33.51,32.01,26.96,19.45,5.40
2023-07-12,7.84570,33.51,32.01,26.96,19.45,5.40
2023-07-13,7.84314,33.51,32.01,26.96,19.45,5.40
2023-07-14,7.84812,33.51,32.01,26.96,19.45,5.40
2023-07-15,7.84812,33.51,32.01,26.96,19.45,5.40
2023-07-16,7.84812,33.51,32.01,26.96,19.45,5.40
2023-07-17,7.84281,33.78,32.28,27.47,19.20,5.40
2023-07-18,7.84349,33.78,32.28,27.47,19.20,5.40
2023-07-19,7.84612,33.78,32.28,27.47,19.20,5.40
2023-07-20,7.84814,33.78,32.28,27.47,19.20,5.40
2023-07-21,7.84913,33.78,32.28,27.47,19.20,5.40
2023-07-22,7.84913,33.78,32.28,27.47,19.20,5.40
2023-07-23,7.84913,33.78,32.28,27.47,19.20,5.40
2023-07-24,7.84918,34.78,33.28,28.47,19.44,5.40
2023-07-25,7.84857,34.78,33.28,28.47,19.44,5.40
2023-07-26,7.85244,34.78,33.28,28.47,19.44,5.40
2023-07-27,7.86393,34.78,33.28,28.47,19.44,5.40
2023-07-28,7.86955,34.78,33.28,28.47,19.44,5.40
2023-07-29,7.86955,34.78,33.28,28.47,19.44,5.40
2023-07-30,7.86955,34.78,33.28,28.47,19.44,5.40
2023-07-31,7.86893,36.29,34.77,29.68,20.54,5.40
2023-08-01,7.86466,36.29,34.77,29.68,20.54,5.40
2023-08-02,7.86984,36.29,34.77,29.68,20.54,5.40